returned,customer_gender,country,customer_segment,product_category,product_subcategory,brand,payment_method,device_type,traffic_source,membership_status,shipping_method,warehouse_region,season,holiday_season,day_of_week,quarter,customer_age,unit_price,quantity,discount_percent,discount_amount,shipping_cost,tax_amount,order_amount,delivery_days,review_rating,customer_lifetime_value,profit_margin_percent,profit_amount,high_value_order,order_year,order_month,order_day,order_dow,return_prediction
1,female,pakistan,returning,fashion,shoes,trendify,bank transfer,mobile,email,silver,express,east,spring,no,Thursday,1,18,62.93,3,15,28.32,17.76,15.23,193.46,3,2.7,1799.3,32.56,62.99,0,2023,3,23,5,Returned
0,male,france,returning,home & kitchen,decor,valuemax,credit card,desktop,referral,standard,standard,east,spring,no,Thursday,1,38,274.96,3,10,82.49,6.51,55.85,804.75,8,5,13471.89,26.76,215.35,1,2023,3,23,5,Not Returned
0,male,india,new,fashion,bags,valuemax,wallet,mobile,email,standard,express,west,spring,no,Thursday,1,29,92.26,4,0,0,11.22,18.77,399.03,3,4.6,1121.9,25.2,100.56,1,2023,3,23,5,Not Returned
0,male,uae,returning,electronics,mobile,urbanco,debit card,mobile,referral,standard,standard,west,spring,no,Saturday,1,24,182.4,3,25,136.8,7.92,24.1,442.42,6,4.1,1010.33,21.01,92.95,1,2023,3,25,7,Not Returned
0,male,india,premium,sports,outdoor,apex,credit card,mobile,organic search,silver,express,west,spring,no,Saturday,1,26,159.32,2,10,31.86,11.88,10.34,309,6,4.1,2729.44,42.84,132.38,0,2023,3,25,7,Not Returned
0,female,france,new,groceries,dairy,urbanco,credit card,mobile,direct,standard,standard,north,spring,no,Sunday,1,18,19.29,2,0,0,3,2.91,44.49,6,4.5,906.89,12.01,5.34,0,2023,3,26,1,Not Returned
0,female,canada,new,sports,sportswear,zenith,bank transfer,desktop,referral,standard,express,north,spring,no,Monday,1,53,115.17,5,20,115.17,17.75,37.97,516.4,3,4.4,1626.49,28.75,148.46,1,2023,3,27,2,Not Returned
0,male,saudi arabia,loyal,groceries,beverages,urbanco,wallet,tablet,direct,gold,standard,east,spring,no,Monday,1,18,12.59,2,15,3.78,0,1.58,22.98,4,4.2,1029.6,23.08,5.3,0,2023,3,27,2,Not Returned
0,female,uae,new,groceries,fresh produce,nova,bank transfer,mobile,social media,standard,standard,central,spring,no,Monday,1,29,15.49,2,15,4.65,5.15,3.27,34.75,7,4.4,239.28,22.7,7.89,0,2023,3,27,2,Not Returned
0,female,canada,returning,electronics,mobile,ecolife,cash on delivery,desktop,email,standard,standard,north,spring,no,Monday,1,42,324.12,3,0,0,8.74,60.99,1042.09,7,4.8,16845.6,24.83,258.75,1,2023,3,27,2,Not Returned
0,female,uae,new,groceries,beverages,primeplus,wallet,tablet,referral,standard,express,south,spring,no,Monday,1,36,19.59,2,0,0,15.82,4.05,59.05,2,4.7,1227.02,28.99,17.12,0,2023,3,27,2,Not Returned
0,male,united states,loyal,fashion,bags,ecolife,credit card,desktop,direct,standard,standard,north,spring,no,Monday,1,42,96.3,5,25,120.38,13.25,49.47,423.84,5,3.8,6883.72,16.49,69.89,1,2023,3,27,2,Not Returned
0,female,canada,returning,fashion,women clothing,zenith,credit card,tablet,direct,standard,standard,west,spring,no,Tuesday,1,42,56.52,2,20,22.61,5.22,12.16,107.81,7,3.9,442.65,10.77,11.61,0,2023,3,28,3,Not Returned
0,female,france,new,electronics,laptop,valuemax,paypal,mobile,organic search,standard,pickup,south,spring,no,Tuesday,1,18,178.51,2,5,17.85,5.46,33.67,378.3,5,4.2,1907.95,9.93,37.57,0,2023,3,28,3,Not Returned
0,male,canada,returning,sports,sportswear,apex,wallet,desktop,referral,standard,express,east,spring,no,Wednesday,1,37,73.09,3,20,43.85,15.06,16.39,206.87,0,4.4,1749.55,22.83,47.23,0,2023,3,29,4,Not Returned
0,male,uae,new,sports,sportswear,ecolife,cash on delivery,mobile,referral,gold,standard,central,spring,yes,Thursday,1,29,67.3,3,10,20.19,8.94,16.96,207.61,7,3.9,2399.86,3,6.23,0,2023,3,30,5,Not Returned
0,female,germany,new,beauty,skincare,ecolife,debit card,mobile,email,silver,standard,central,spring,no,Thursday,1,46,26.78,3,10,8.03,8.73,3.77,84.81,3,3.6,1206.38,38.09,32.3,0,2023,3,30,5,Not Returned
1,male,australia,loyal,electronics,laptop,zenith,wallet,desktop,direct,standard,pickup,north,spring,yes,Saturday,2,22,268.16,2,0,0,9.63,25.19,571.14,2,2.3,10731.75,25.57,146.04,1,2023,4,1,7,Returned
0,male,germany,returning,fashion,men clothing,primeplus,paypal,tablet,referral,gold,express,central,spring,no,Saturday,2,46,98.77,2,0,0,12.05,15.55,225.14,2,5,1190.54,22.33,50.27,0,2023,4,1,7,Not Returned
1,female,uae,new,electronics,headphones,trendify,bank transfer,mobile,direct,standard,standard,south,spring,no,Saturday,2,49,490.25,5,35,857.94,12.58,210.07,1815.96,8,2.9,11532.64,18.17,329.96,1,2023,4,1,7,Returned
1,female,united states,loyal,groceries,dairy,primeplus,bank transfer,mobile,email,standard,pickup,east,spring,no,Saturday,2,51,18.41,4,5,3.68,11.55,2.71,84.22,5,2.7,2081.13,19.37,16.31,0,2023,4,1,7,Returned
0,male,united states,returning,electronics,laptop,valuemax,paypal,mobile,paid ads,gold,standard,central,spring,no,Saturday,2,35,209.17,6,0,0,10.37,107.29,1372.68,4,2.9,5258.72,21.16,290.46,1,2023,4,1,7,Returned
0,female,france,loyal,books,comics,zenith,cash on delivery,mobile,direct,silver,pickup,west,spring,yes,Sunday,2,35,37.19,1,5,1.86,8.33,1.84,45.5,2,3.8,1288.97,43.28,19.69,0,2023,4,2,1,Not Returned
0,male,uae,loyal,home & kitchen,decor,quickcart,paypal,mobile,referral,standard,express,central,spring,no,Sunday,2,41,216.27,4,25,216.27,14.57,54.04,717.42,3,5,11378,22.55,161.78,1,2023,4,2,1,Not Returned
0,male,canada,premium,sports,equipment,zenith,wallet,desktop,email,silver,same day,central,spring,no,Sunday,2,45,110.87,3,0,0,22.41,20.09,375.11,0,5,5262.34,23.39,87.74,0,2023,4,2,1,Not Returned
0,female,india,premium,fashion,women clothing,ecolife,bank transfer,tablet,email,standard,express,south,spring,yes,Tuesday,2,20,57.99,2,5,5.8,14.82,11.2,136.2,7,4.8,2956.12,25.14,34.24,0,2023,4,4,3,Not Returned
0,female,india,loyal,fashion,women clothing,urbanco,credit card,tablet,social media,standard,standard,south,spring,no,Tuesday,2,44,78.71,2,25,39.35,7.11,14.59,139.77,2,4.3,1897.37,33.59,46.95,0,2023,4,4,3,Not Returned
0,female,pakistan,new,fashion,shoes,valuemax,wallet,desktop,paid ads,silver,standard,east,spring,no,Tuesday,2,23,64.62,3,25,48.46,5.12,7.22,157.74,8,4.3,533.03,18.54,29.24,0,2023,4,4,3,Not Returned
0,female,united kingdom,returning,groceries,beverages,nova,debit card,mobile,referral,standard,express,east,spring,yes,Wednesday,2,30,21.76,3,10,6.53,14.64,2.29,75.68,3,5,388.05,22.43,16.98,0,2023,4,5,4,Not Returned
0,female,canada,returning,groceries,beverages,valuemax,paypal,tablet,referral,platinum,standard,north,spring,no,Wednesday,2,30,13.04,2,10,2.61,1.12,1.38,25.97,4,4,376.4,27.08,7.03,0,2023,4,5,4,Not Returned
0,female,united kingdom,returning,electronics,laptop,apex,debit card,mobile,paid ads,standard,standard,west,spring,no,Wednesday,2,25,394.31,2,20,157.72,6.55,39.65,677.1,4,3.9,8615.42,10.14,68.66,1,2023,4,5,4,Not Returned
1,male,india,returning,fashion,men clothing,urbanco,wallet,mobile,referral,silver,express,west,spring,no,Wednesday,2,25,41.35,2,0,0,13.8,9.42,105.92,5,2.6,1407.8,29.79,31.55,0,2023,4,5,4,Returned
0,female,united states,returning,groceries,dairy,apex,credit card,desktop,direct,gold,standard,central,spring,no,Wednesday,2,42,8.15,5,5,2.04,6.84,2.5,48.05,4,4.8,909.46,34.23,16.45,0,2023,4,5,4,Not Returned
1,male,france,loyal,fashion,shoes,urbanco,credit card,desktop,direct,silver,standard,west,spring,no,Wednesday,2,40,50.06,5,10,25.03,6.71,14.12,246.1,3,2.9,3648.07,27.79,68.39,0,2023,4,5,4,Returned
0,male,france,premium,toys,board games,apex,wallet,mobile,social media,standard,same day,central,spring,no,Thursday,2,23,25.42,2,0,0,22.66,6.07,79.57,0,4.3,1486.91,22.09,17.58,0,2023,4,6,5,Not Returned
0,female,pakistan,returning,groceries,dairy,primeplus,bank transfer,mobile,direct,standard,standard,north,spring,no,Thursday,2,38,8.59,3,20,5.15,7.42,2.79,30.83,6,3.9,571.78,16.87,5.2,0,2023,4,6,5,Not Returned
0,female,australia,new,sports,equipment,apex,credit card,desktop,referral,silver,same day,north,spring,yes,Thursday,2,18,97.43,4,0,0,26.27,27.28,443.27,0,3.8,4540.17,14.31,63.43,1,2023,4,6,5,Not Returned
0,female,united states,new,groceries,dairy,urbanco,cash on delivery,mobile,referral,standard,standard,central,spring,no,Friday,2,33,19.27,4,20,15.42,4.88,3.72,70.26,5,4.5,539.98,20.86,14.66,0,2023,4,7,6,Not Returned
0,female,australia,returning,electronics,headphones,valuemax,wallet,mobile,organic search,silver,standard,west,spring,no,Friday,2,62,382.53,2,35,267.77,6.23,88.78,592.3,5,4,11039.15,6.42,38.03,1,2023,4,7,6,Not Returned
1,other,canada,new,electronics,mobile,urbanco,paypal,desktop,paid ads,standard,express,west,spring,no,Saturday,2,43,459.23,3,25,344.42,13.47,161.61,1208.35,3,3.8,11474.22,12.69,153.34,1,2023,4,8,7,Not Returned
0,male,canada,new,home & kitchen,cookware,urbanco,wallet,desktop,paid ads,standard,standard,south,spring,yes,Saturday,2,19,100.65,2,0,0,3.6,11.65,216.55,7,3.7,1200.46,22.79,49.35,0,2023,4,8,7,Not Returned
0,female,united states,new,electronics,accessories,trendify,cash on delivery,mobile,social media,standard,express,east,spring,no,Tuesday,2,30,893.65,2,15,268.1,14.55,81.36,1615.11,4,4.5,14759.15,4.68,75.59,1,2023,4,11,3,Not Returned
0,female,canada,new,groceries,beverages,apex,wallet,tablet,email,silver,standard,east,spring,no,Tuesday,2,56,7.77,3,30,6.99,10.84,0.82,27.98,3,4.3,635.64,14.71,4.12,0,2023,4,11,3,Not Returned
0,male,france,premium,electronics,headphones,freshmart,debit card,desktop,referral,platinum,express,west,spring,no,Wednesday,2,46,280.13,5,25,350.16,10.42,122.86,1183.77,3,3.9,8814.98,10.4,123.11,1,2023,4,12,4,Not Returned
0,female,india,returning,fashion,women clothing,nova,credit card,mobile,paid ads,standard,express,west,spring,no,Wednesday,2,39,80.69,4,35,112.97,16.91,36.07,262.77,3,4.5,3633.52,23.25,61.09,0,2023,4,12,4,Not Returned
0,male,canada,loyal,sports,fitness,valuemax,debit card,mobile,organic search,standard,express,north,spring,no,Wednesday,2,38,90.61,5,15,67.96,17.18,35.5,437.77,3,4.2,8226.98,11.4,49.91,1,2023,4,12,4,Not Returned
0,male,australia,returning,electronics,laptop,primeplus,paypal,mobile,referral,gold,standard,east,spring,no,Wednesday,2,37,265.41,1,0,0,3.22,13.27,281.9,4,3.8,4512.23,19.77,55.73,0,2023,4,12,4,Not Returned
0,male,canada,premium,sports,outdoor,primeplus,credit card,mobile,social media,standard,standard,east,spring,no,Thursday,2,38,75.81,3,15,34.11,8.38,12.5,214.2,4,4.6,4098.86,20.19,43.25,0,2023,4,13,5,Not Returned
0,female,uae,returning,toys,action figures,zenith,debit card,desktop,referral,standard,standard,south,spring,no,Thursday,2,36,21.35,1,0,0,8.02,2.02,31.39,6,4.5,674.45,15.52,4.87,0,2023,4,13,5,Not Returned
1,male,france,returning,electronics,accessories,primeplus,cash on delivery,mobile,referral,platinum,express,east,spring,no,Thursday,2,45,221.83,3,10,66.55,7.99,24.52,631.45,4,4.6,10207.89,18.58,117.32,1,2023,4,13,5,Not Returned
0,male,uae,new,beauty,haircare,trendify,cash on delivery,desktop,paid ads,standard,pickup,east,spring,no,Thursday,2,33,46.22,3,35,48.53,4.82,8.93,103.88,5,3.8,20,37.11,38.55,0,2023,4,13,5,Not Returned
0,male,saudi arabia,premium,electronics,mobile,quickcart,cash on delivery,desktop,organic search,standard,standard,central,spring,no,Friday,2,19,447.52,1,25,111.88,7.2,43.59,386.43,7,3.8,4889.38,5.16,19.94,0,2023,4,14,6,Not Returned
0,female,saudi arabia,returning,electronics,laptop,primeplus,paypal,mobile,social media,gold,same day,east,spring,no,Friday,2,52,595.44,2,0,0,21.97,66.69,1279.54,4,3.9,14280.53,35.1,449.12,1,2023,4,14,6,Not Returned
1,female,united states,new,toys,puzzles,primeplus,paypal,mobile,email,platinum,express,north,spring,no,Friday,2,51,46.22,2,15,13.87,5.84,3.74,88.15,1,4.2,713.82,17.96,15.83,0,2023,4,14,6,Not Returned
0,female,france,new,electronics,accessories,quickcart,bank transfer,mobile,email,standard,express,south,spring,no,Saturday,2,47,269.77,4,15,161.86,17.57,33.16,967.95,2,3.9,4535.57,15.75,152.45,1,2023,4,15,7,Not Returned
0,female,pakistan,loyal,home & kitchen,appliances,urbanco,paypal,mobile,email,standard,standard,north,spring,no,Saturday,2,44,165.9,2,10,33.18,9.24,12.2,320.06,7,4.2,5421.81,24.22,77.52,0,2023,4,15,7,Not Returned
0,male,united states,loyal,books,comics,primeplus,paypal,mobile,referral,silver,standard,central,spring,no,Saturday,2,22,31.91,7,15,33.51,13.39,7.76,211.01,4,4.7,3897.02,19.96,42.12,0,2023,4,15,7,Not Returned
0,female,canada,new,electronics,mobile,urbanco,debit card,mobile,paid ads,silver,standard,north,spring,no,Saturday,2,30,211.48,5,0,0,8.83,76.76,1142.99,5,4.3,5657.13,22.28,254.66,1,2023,4,15,7,Not Returned
0,female,united states,new,electronics,headphones,urbanco,paypal,mobile,direct,gold,standard,central,spring,no,Sunday,2,49,330.89,3,10,99.27,3.03,33.14,929.57,5,5,2225.54,21.74,202.09,1,2023,4,16,1,Not Returned
0,female,france,new,groceries,fresh produce,freshmart,paypal,mobile,paid ads,platinum,pickup,central,spring,no,Sunday,2,48,8.06,2,25,4.03,0,0.51,12.6,2,4.4,20,15.52,1.96,0,2023,4,16,1,Not Returned
0,male,uae,returning,groceries,snacks,freshmart,debit card,desktop,paid ads,gold,pickup,east,spring,no,Wednesday,2,26,24.58,1,0,0,2.31,2.95,29.84,5,4.6,666.97,38.48,11.48,0,2023,4,19,4,Not Returned
0,female,united kingdom,loyal,groceries,snacks,ecolife,paypal,mobile,paid ads,silver,standard,south,spring,no,Thursday,2,33,25.08,5,25,31.35,6.31,11.01,111.37,5,4.9,1218.92,25.21,28.08,0,2023,4,20,5,Not Returned
0,female,india,premium,books,non-fiction,nova,credit card,desktop,referral,standard,standard,central,spring,yes,Thursday,2,30,20.25,2,0,0,6.12,2.66,49.28,7,3.8,1690.27,33.63,16.57,0,2023,4,20,5,Not Returned
1,male,india,new,books,comics,quickcart,paypal,mobile,paid ads,standard,pickup,south,spring,no,Thursday,2,28,25.32,5,20,25.32,7.08,4.36,112.72,7,1.8,998.01,24.42,27.53,0,2023,4,20,5,Returned
0,male,australia,premium,groceries,snacks,valuemax,bank transfer,mobile,direct,standard,standard,central,spring,no,Saturday,2,36,10.02,1,15,1.5,7.22,0.37,16.11,5,3.7,1343.22,27.49,4.43,0,2023,4,22,7,Not Returned
0,female,germany,new,groceries,fresh produce,freshmart,bank transfer,desktop,email,standard,standard,south,spring,no,Saturday,2,61,24.7,7,15,25.94,13.7,20.6,181.26,6,4.1,3130.68,22.89,41.49,0,2023,4,22,7,Not Returned
0,male,india,returning,beauty,haircare,ecolife,paypal,desktop,paid ads,silver,standard,east,spring,no,Saturday,2,39,38.01,3,10,11.4,6.84,5.5,114.97,7,3.9,1266.62,18.85,21.67,0,2023,4,22,7,Not Returned
0,female,pakistan,returning,beauty,haircare,trendify,debit card,mobile,organic search,standard,standard,central,spring,no,Monday,2,28,55.86,4,35,78.2,8.01,21.15,174.4,5,4.4,3499.84,23.92,41.72,0,2023,4,24,2,Not Returned
0,female,united kingdom,new,home & kitchen,cookware,zenith,bank transfer,desktop,organic search,standard,pickup,south,spring,no,Tuesday,2,42,146.75,3,20,88.05,3.15,32.81,388.16,8,3.9,7400.34,3,11.64,0,2023,4,25,3,Not Returned
0,male,uae,loyal,books,fiction,zenith,paypal,mobile,social media,silver,express,north,spring,no,Tuesday,2,40,20.11,4,35,28.15,14.47,7.23,73.99,4,4.7,1099.34,11.44,8.46,0,2023,4,25,3,Not Returned
0,male,united kingdom,new,fashion,women clothing,primeplus,debit card,tablet,direct,platinum,standard,west,spring,no,Tuesday,2,47,108.77,2,10,21.75,0.31,12.98,209.08,7,2.8,4145.44,26.1,54.57,0,2023,4,25,3,Returned
0,female,france,returning,sports,equipment,primeplus,paypal,mobile,referral,silver,standard,west,spring,no,Wednesday,2,18,34.86,4,0,0,8.6,13.12,161.16,3,3.9,1881.53,21.63,34.86,0,2023,4,26,4,Not Returned
0,male,uae,new,home & kitchen,cookware,ecolife,cash on delivery,mobile,social media,standard,standard,east,spring,no,Thursday,2,44,223.74,6,0,0,10.65,152.48,1505.57,1,3.2,10888.33,26.77,403.04,1,2023,4,27,5,Returned
0,female,united states,returning,electronics,mobile,primeplus,cash on delivery,mobile,email,standard,express,north,spring,no,Thursday,2,39,402.25,2,0,0,14.2,91.11,909.81,2,4.1,11653.38,19,172.86,1,2023,4,27,5,Not Returned
0,male,united kingdom,returning,groceries,beverages,freshmart,paypal,mobile,referral,platinum,pickup,east,spring,no,Friday,2,31,46.68,2,15,14,3.15,6.56,89.07,1,3.9,643.22,15.29,13.62,0,2023,4,28,6,Not Returned
1,female,pakistan,premium,sports,outdoor,trendify,cash on delivery,mobile,referral,standard,standard,south,spring,no,Saturday,2,54,67.59,3,20,40.55,7.07,8.7,177.99,10,1.7,2667.26,19.53,34.76,0,2023,4,29,7,Returned
1,female,france,loyal,electronics,accessories,primeplus,bank transfer,tablet,referral,platinum,standard,north,spring,yes,Saturday,2,30,881.41,5,0,0,5.98,435.68,4848.71,10,2.6,41647.43,24.91,1207.81,1,2023,4,29,7,Returned
0,male,india,returning,fashion,bags,quickcart,bank transfer,mobile,email,standard,standard,west,spring,no,Saturday,2,41,133.13,2,35,93.19,5.61,27.03,205.71,8,4,1470.76,10.39,21.37,0,2023,4,29,7,Not Returned
0,male,saudi arabia,returning,groceries,fresh produce,quickcart,bank transfer,desktop,organic search,standard,express,south,spring,no,Saturday,2,40,15.81,4,15,9.49,14.76,6.43,74.94,4,5,1075.97,25.88,19.39,0,2023,4,29,7,Not Returned
1,female,canada,returning,fashion,bags,primeplus,paypal,mobile,direct,silver,same day,central,spring,no,Saturday,2,45,49.92,1,15,7.49,17.69,3.3,63.42,0,2.7,901.61,30.97,19.64,0,2023,4,29,7,Returned
0,male,united states,premium,sports,equipment,zenith,debit card,mobile,direct,standard,express,east,spring,no,Sunday,2,64,66.69,3,15,30.01,15.24,17.32,202.62,4,4.4,4036.74,23.18,46.97,0,2023,4,30,1,Not Returned
0,male,saudi arabia,returning,groceries,snacks,apex,debit card,mobile,direct,standard,standard,south,spring,no,Monday,2,46,24.41,3,10,7.32,7.28,5.07,78.26,6,3.5,855.2,15.4,12.05,0,2023,5,1,2,Returned
0,female,germany,returning,beauty,skincare,nova,paypal,mobile,direct,standard,express,north,spring,no,Monday,2,34,22.82,3,15,10.27,16.63,7.29,82.11,6,2.9,1365.09,29.42,24.16,0,2023,5,1,2,Returned
0,female,france,new,groceries,snacks,urbanco,paypal,desktop,social media,standard,same day,central,spring,no,Monday,2,39,26.79,4,30,32.15,20.26,4.03,99.3,1,3.2,1175.89,13.17,13.08,0,2023,5,1,2,Returned
0,male,australia,loyal,toys,action figures,freshmart,bank transfer,desktop,paid ads,standard,express,central,spring,no,Tuesday,2,31,13.86,3,25,10.4,15.29,2.46,48.93,2,4.3,798.25,15.1,7.39,0,2023,5,2,3,Not Returned
0,female,united kingdom,returning,toys,puzzles,zenith,debit card,mobile,email,standard,standard,north,spring,no,Wednesday,2,45,61.71,1,30,18.51,2.99,4.97,51.16,3,3.9,717.84,21.28,10.89,0,2023,5,3,4,Not Returned
1,female,pakistan,returning,books,fiction,primeplus,paypal,tablet,organic search,standard,standard,central,spring,no,Wednesday,2,45,25.05,2,10,5.01,4.89,5.53,55.51,4,2.3,1185.53,17.04,9.46,0,2023,5,3,4,Returned
0,female,canada,returning,books,education,primeplus,paypal,desktop,paid ads,standard,same day,south,spring,no,Thursday,2,41,40.33,2,25,20.16,23.02,7.47,90.99,0,3.7,412.67,21.36,19.44,0,2023,5,4,5,Not Returned
0,female,saudi arabia,premium,electronics,accessories,primeplus,credit card,desktop,direct,standard,express,central,spring,no,Thursday,2,34,410.17,3,15,184.58,14.79,72.57,1133.29,1,3.2,22131.52,17.04,193.11,1,2023,5,4,5,Returned
0,female,germany,loyal,home & kitchen,decor,valuemax,paypal,desktop,organic search,gold,express,south,spring,no,Thursday,2,31,67.57,1,0,0,11.49,3.67,82.73,0,4.1,842.26,14.66,12.13,0,2023,5,4,5,Not Returned
0,other,united kingdom,returning,fashion,women clothing,ecolife,credit card,mobile,direct,standard,standard,east,spring,no,Friday,2,35,31.41,3,20,18.85,6.39,10.14,91.91,8,4.4,245.47,12.3,11.3,0,2023,5,5,6,Not Returned
0,male,germany,returning,fashion,bags,valuemax,wallet,mobile,social media,standard,standard,central,spring,no,Friday,2,42,97.03,3,0,0,6.54,16.3,313.93,3,3.4,5721.71,33.76,105.98,0,2023,5,5,6,Returned
0,female,france,returning,groceries,dairy,zenith,paypal,desktop,paid ads,standard,express,north,spring,no,Saturday,2,47,31.3,4,15,18.78,18.18,3.8,128.4,3,4.2,1934.54,10.38,13.33,0,2023,5,6,7,Not Returned
0,male,germany,new,toys,board games,ecolife,bank transfer,mobile,email,standard,standard,east,spring,no,Saturday,2,24,52.79,3,0,0,8.66,12.06,179.09,3,4.4,1734.87,21.59,38.67,0,2023,5,6,7,Not Returned
1,female,uae,loyal,home & kitchen,cookware,nova,cash on delivery,desktop,referral,gold,express,west,spring,no,Saturday,2,27,173.72,3,10,52.12,14.39,52.68,536.11,4,2.5,7155.82,24.61,131.94,1,2023,5,6,7,Returned
0,female,australia,returning,fashion,bags,quickcart,cash on delivery,mobile,referral,silver,pickup,central,spring,no,Saturday,2,49,62.5,6,0,0,10.74,42.46,428.2,3,3.6,3564.62,33.84,144.9,1,2023,5,6,7,Returned
0,female,pakistan,returning,fashion,men clothing,freshmart,paypal,desktop,referral,standard,standard,central,spring,no,Saturday,2,40,78.65,3,20,47.19,11.39,28.24,228.39,8,4.4,861.09,18.1,41.34,0,2023,5,6,7,Not Returned
0,female,australia,returning,fashion,shoes,valuemax,cash on delivery,mobile,direct,platinum,standard,east,spring,no,Sunday,2,36,36.76,1,30,11.03,0.43,2.18,28.34,4,3.9,45.64,24.53,6.95,0,2023,5,7,1,Not Returned
0,female,united states,premium,groceries,fresh produce,trendify,paypal,desktop,referral,gold,express,north,spring,no,Monday,2,18,29.31,3,5,4.4,13.03,3.3,99.86,2,2.9,1244.78,25.12,25.08,0,2023,5,8,2,Returned
0,male,united kingdom,new,fashion,women clothing,primeplus,wallet,mobile,social media,platinum,express,central,spring,no,Tuesday,2,45,44.39,1,0,0,5.45,2.44,52.28,4,4.2,1186.18,34.04,17.8,0,2023,5,9,3,Not Returned
0,male,australia,new,home & kitchen,decor,quickcart,wallet,desktop,organic search,standard,standard,west,spring,no,Tuesday,2,34,109.77,4,20,87.82,7.4,38.41,397.07,4,4.1,3337.64,17.25,68.49,1,2023,5,9,3,Not Returned
0,female,saudi arabia,new,electronics,laptop,zenith,debit card,mobile,referral,platinum,express,north,spring,no,Wednesday,2,35,644.85,3,0,0,8.75,120.12,2063.42,1,4.9,12451.07,27.94,576.52,1,2023,5,10,4,Not Returned
0,male,germany,new,electronics,laptop,urbanco,debit card,desktop,paid ads,silver,standard,east,spring,yes,Wednesday,2,24,223.15,1,5,11.16,3.5,16.33,231.82,3,4.6,1039.56,21.79,50.51,0,2023,5,10,4,Not Returned
0,female,australia,new,sports,sportswear,valuemax,cash on delivery,mobile,social media,silver,standard,west,spring,no,Wednesday,2,53,44.04,2,0,0,5.49,8.45,102.02,6,5,1045.87,28,28.57,0,2023,5,10,4,Not Returned
0,male,canada,premium,fashion,bags,primeplus,wallet,desktop,social media,platinum,standard,north,spring,no,Thursday,2,41,41.99,2,0,0,1.32,2.78,88.08,3,5,1705.92,27.71,24.41,0,2023,5,11,5,Not Returned
0,male,canada,returning,fashion,shoes,zenith,cash on delivery,desktop,direct,standard,standard,east,spring,no,Thursday,2,56,74.02,2,0,0,7.62,8.68,164.34,6,4.7,2271.17,32.81,53.92,0,2023,5,11,5,Not Returned
0,female,australia,new,books,comics,freshmart,wallet,mobile,organic search,standard,pickup,south,spring,no,Thursday,2,49,23.49,3,10,7.05,6.25,3.76,73.43,4,4.5,1316.5,28.83,21.17,0,2023,5,11,5,Not Returned
0,male,saudi arabia,new,beauty,makeup,apex,bank transfer,mobile,referral,silver,standard,central,spring,no,Friday,2,38,36.98,3,30,33.28,4.35,5.12,87.13,7,5,1479.45,22.25,19.39,0,2023,5,12,6,Not Returned
0,female,united kingdom,returning,electronics,accessories,zenith,debit card,mobile,paid ads,standard,standard,east,spring,no,Friday,2,52,766.34,2,20,306.54,7.07,47.87,1281.08,5,4.8,3556.72,3.95,50.6,1,2023,5,12,6,Not Returned
0,male,pakistan,premium,fashion,women clothing,primeplus,cash on delivery,desktop,direct,gold,express,west,spring,no,Friday,2,31,111.65,1,0,0,7.91,7.58,127.14,1,4.7,2781.32,39.04,49.64,0,2023,5,12,6,Not Returned
0,female,saudi arabia,new,sports,equipment,valuemax,paypal,mobile,email,silver,pickup,central,spring,no,Friday,2,38,132.85,2,0,0,7.37,29.97,303.04,4,4.8,1205.46,13.24,40.12,0,2023,5,12,6,Not Returned
0,male,united kingdom,returning,books,non-fiction,quickcart,credit card,tablet,social media,platinum,express,east,spring,no,Sunday,2,28,15.37,1,0,0,5.34,0.96,21.67,5,4.9,394.74,14.46,3.13,0,2023,5,14,1,Not Returned
0,male,uae,returning,groceries,beverages,zenith,bank transfer,desktop,referral,standard,standard,west,spring,no,Sunday,2,58,12,3,20,7.2,11.57,1.65,42.02,4,4.2,671.64,17.14,7.2,0,2023,5,14,1,Not Returned
0,female,united kingdom,returning,electronics,accessories,zenith,wallet,mobile,email,silver,standard,central,spring,no,Sunday,2,36,318.13,4,15,190.88,9.72,135,1226.36,5,5,13878.17,7.55,92.59,1,2023,5,14,1,Not Returned
0,male,canada,returning,home & kitchen,cookware,ecolife,credit card,desktop,social media,platinum,standard,east,spring,no,Monday,2,40,133.97,3,10,40.19,4.04,15.42,381.18,7,4.5,7046.53,13.91,53.02,0,2023,5,15,2,Not Returned
0,male,pakistan,loyal,groceries,beverages,valuemax,credit card,mobile,direct,standard,express,south,spring,no,Tuesday,2,18,13.92,2,0,0,15.82,2.43,46.09,2,3.8,1455.31,20.69,9.54,0,2023,5,16,3,Not Returned
0,male,australia,returning,sports,sportswear,zenith,cash on delivery,mobile,social media,standard,express,north,spring,no,Wednesday,2,33,70.68,4,20,56.54,18.55,21.62,266.35,0,3.8,5069.51,30.58,81.45,0,2023,5,17,4,Not Returned
0,male,germany,new,fashion,men clothing,ecolife,wallet,tablet,organic search,silver,same day,east,spring,no,Wednesday,2,41,64.53,4,0,0,25.33,20.72,304.17,2,3.4,1551.66,17.45,53.08,0,2023,5,17,4,Returned
0,female,uae,loyal,electronics,mobile,ecolife,bank transfer,mobile,referral,standard,express,west,spring,no,Thursday,2,39,438.88,2,0,0,11.93,31.71,921.4,4,5,9896.24,15.98,147.24,1,2023,5,18,5,Not Returned
