Order_Date,Year,Month,Day,Day_Of_Week,Quarter,Customer_Age,Customer_Gender,Country,City,Customer_Segment,Product_Category,Product_Subcategory,Brand,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Coupon_Used,Shipping_Cost,Tax_Amount,Order_Amount,Payment_Method,Device_Type,Traffic_Source,Membership_Status,Shipping_Method,Warehouse_Region,Delivery_Days,Order_Status,Returned,Review_Rating,Customer_Lifetime_Value,Profit_Margin_Percent,Profit_Amount,Season,Holiday_Season,High_Value_Order,prediction
2024-09-22,2024,9,22,Sunday,3,29,Female,France,Riyadh,Returning,Fashion,Bags,UrbanCo,59.43,3,5,8.91,No,5.04,6.34,180.76,Wallet,Mobile,Social Media,Standard,Standard,West,3,Delivered,No,4.4,2191.75,8.39,15.17,Autumn,No,No,No
2024-09-22,2024,9,22,Sunday,3,35,Male,France,Mumbai,New,Books,Fiction,ValueMax,27.24,5,30,40.86,Yes,23.93,7.53,126.8,Cash on Delivery,Mobile,Social Media,Gold,Same Day,West,1,Delivered,No,3.7,448.42,12.83,16.27,Autumn,No,No,No
2024-09-23,2024,9,23,Monday,3,28,Male,UAE,Paris,New,Home & Kitchen,Decor,Apex,149.78,4,0,0,Yes,16.89,34,650.01,PayPal,Mobile,Email,Gold,Express,East,3,Cancelled,No,3.4,2600.76,28.76,186.94,Autumn,No,Yes,Yes
2024-09-23,2024,9,23,Monday,3,21,Female,Germany,Toronto,New,Beauty,Makeup,FreshMart,42.64,2,40,34.11,Yes,21.7,9.24,82.11,Wallet,Mobile,Email,Standard,Same Day,East,3,Delivered,No,4.2,446.37,24.27,19.93,Autumn,No,No,No
2024-09-24,2024,9,24,Tuesday,3,18,Male,Germany,Dubai,Premium,Fashion,Shoes,Zenith,60.65,4,25,60.65,Yes,6.63,11.05,199.63,Wallet,Mobile,Referral,Standard,Pickup,West,7,Processing,No,5,3555.15,16.16,32.26,Autumn,Yes,No,No
2024-09-24,2024,9,24,Tuesday,3,18,Female,India,Toronto,Loyal,Home & Kitchen,Appliances,Trendify,117,4,10,46.8,Yes,5.25,18.21,444.66,Wallet,Desktop,Paid Ads,Standard,Pickup,North,8,Delivered,No,3.5,2643.75,20.6,91.6,Autumn,No,Yes,Yes
2024-09-24,2024,9,24,Tuesday,3,37,Female,United States,London,Returning,Home & Kitchen,Appliances,UrbanCo,262.02,7,0,0,No,15.95,95.38,1945.47,Credit Card,Mobile,Social Media,Standard,Pickup,Central,5,Shipped,No,4.3,15994.69,15.83,307.97,Autumn,No,Yes,Yes
2024-09-24,2024,9,24,Tuesday,3,44,Female,United States,Paris,New,Electronics,Headphones,FreshMart,574.23,6,15,516.81,Yes,19.67,233.1,3181.34,Debit Card,Mobile,Social Media,Silver,Express,South,2,Delivered,No,4.2,50000,20.8,661.72,Autumn,No,Yes,Yes
2024-09-24,2024,9,24,Tuesday,3,22,Male,Canada,Dubai,New,Fashion,Bags,QuickCart,36.5,3,10,10.95,Yes,14.32,8.34,121.21,Debit Card,Mobile,Email,Gold,Express,West,5,Cancelled,No,3.9,896.99,29.62,35.9,Autumn,No,No,No
2024-09-25,2024,9,25,Wednesday,3,44,Female,Pakistan,Dubai,New,Sports,Equipment,UrbanCo,78.85,3,35,82.79,Yes,24.14,11.73,189.63,Credit Card,Mobile,Social Media,Silver,Same Day,West,0,Delivered,No,3.4,3058.3,20.2,38.31,Autumn,No,No,No
2024-09-25,2024,9,25,Wednesday,3,30,Other,Germany,Dubai,New,Sports,Outdoor,PrimePlus,66.9,3,0,0,No,9.71,7.69,218.1,Bank Transfer,Desktop,Referral,Silver,Standard,East,6,Cancelled,No,4.5,2971.99,13.72,29.92,Autumn,Yes,No,No
2024-09-25,2024,9,25,Wednesday,3,24,Male,UAE,Berlin,New,Toys,Action Figures,Zenith,34.97,4,5,6.99,No,9.96,13.81,156.66,Wallet,Mobile,Referral,Standard,Standard,Central,7,Delivered,No,5,1312.12,23.03,36.08,Autumn,No,No,No
2024-09-26,2024,9,26,Thursday,3,19,Female,France,Berlin,New,Groceries,Beverages,Zenith,14.91,1,15,2.24,Yes,6.15,1.2,20.02,PayPal,Mobile,Email,Standard,Standard,East,4,Cancelled,No,4.5,60.19,22.88,4.58,Autumn,No,No,No
2024-09-26,2024,9,26,Thursday,3,42,Female,Saudi Arabia,Paris,Returning,Groceries,Beverages,Apex,45.47,3,10,13.64,Yes,21.98,8.62,153.37,Cash on Delivery,Desktop,Email,Standard,Same Day,West,2,Delivered,No,4.2,2703.12,3,4.6,Autumn,No,No,No
2024-09-27,2024,9,27,Friday,3,49,Male,Saudi Arabia,Berlin,Returning,Fashion,Women Clothing,Nova,72.58,5,5,18.14,No,11.71,15.05,371.52,Cash on Delivery,Tablet,Email,Standard,Pickup,East,6,Delivered,No,3.8,6738.3,28.58,106.18,Autumn,No,No,No
2024-09-27,2024,9,27,Friday,3,20,Male,India,Dubai,Returning,Home & Kitchen,Appliances,Zenith,226.08,5,20,226.08,Yes,15.88,57.28,977.48,PayPal,Tablet,Email,Standard,Express,South,4,Returned,Yes,3.2,6618.84,6.85,66.96,Autumn,No,Yes,Yes
2024-09-27,2024,9,27,Friday,3,38,Female,Australia,Mumbai,Loyal,Fashion,Men Clothing,ValueMax,128.7,2,0,0,No,24.03,28.44,309.87,Credit Card,Mobile,Direct,Silver,Same Day,North,0,Returned,Yes,2,2560.42,27.78,86.08,Autumn,No,No,No
2024-09-27,2024,9,27,Friday,3,40,Male,Saudi Arabia,Sydney,Returning,Toys,Puzzles,Nova,24.42,6,25,36.63,Yes,16.48,11.98,138.35,Credit Card,Tablet,Paid Ads,Standard,Express,East,4,Delivered,No,4.1,1634.78,26.01,35.98,Autumn,No,No,No
2024-09-28,2024,9,28,Saturday,3,45,Male,Canada,Dubai,Returning,Fashion,Women Clothing,QuickCart,32.62,4,10,13.05,Yes,18.61,6.73,142.77,Wallet,Tablet,Social Media,Silver,Express,North,4,Processing,No,3.8,135.31,39.6,56.54,Autumn,No,No,No
2024-09-28,2024,9,28,Saturday,3,40,Female,Pakistan,New York,Returning,Fashion,Shoes,QuickCart,25.55,3,30,23,Yes,8.32,5.83,67.8,PayPal,Mobile,Organic Search,Silver,Standard,West,6,Delivered,No,4.9,833.62,20.13,13.65,Autumn,No,No,No
2024-09-28,2024,9,28,Saturday,3,31,Male,United Kingdom,Sydney,Loyal,Groceries,Dairy,PrimePlus,21.97,3,20,13.18,Yes,13.59,6.65,72.97,Cash on Delivery,Mobile,Email,Standard,Express,West,1,Delivered,No,3.3,2153.32,13.17,9.61,Autumn,No,No,No
2024-09-28,2024,9,28,Saturday,3,42,Female,Germany,Mumbai,Loyal,Books,Fiction,Zenith,34.82,5,0,0,No,9.88,6.93,190.91,PayPal,Mobile,Organic Search,Gold,Standard,West,3,Delivered,No,4.6,3615.53,8.75,16.7,Autumn,Yes,No,No
2024-09-29,2024,9,29,Sunday,3,21,Male,United Kingdom,New York,Loyal,Home & Kitchen,Furniture,ValueMax,225.54,3,5,33.83,No,7.12,37.81,687.72,Debit Card,Tablet,Direct,Standard,Standard,West,5,Delivered,No,4.7,14608.98,22.73,156.32,Autumn,No,Yes,Yes
2024-09-29,2024,9,29,Sunday,3,42,Male,India,London,Loyal,Groceries,Fresh Produce,ValueMax,13.45,4,20,10.76,Yes,10.36,6.31,59.71,PayPal,Mobile,Social Media,Standard,Standard,South,6,Cancelled,No,4.4,1193.15,33.93,20.26,Autumn,No,No,No
2024-09-29,2024,9,29,Sunday,3,18,Male,Pakistan,Karachi,Returning,Groceries,Dairy,ValueMax,23.23,2,10,4.65,Yes,12.34,4.76,58.91,Credit Card,Mobile,Organic Search,Gold,Express,South,5,Processing,No,3.7,1445.56,17.52,10.32,Autumn,No,No,No
2024-09-29,2024,9,29,Sunday,3,18,Male,France,Dubai,Returning,Groceries,Dairy,QuickCart,17.79,6,25,26.68,Yes,10.61,5.3,95.97,Cash on Delivery,Mobile,Email,Standard,Pickup,Central,4,Delivered,No,4,1672.04,26.5,25.43,Autumn,No,No,No
2024-09-29,2024,9,29,Sunday,3,32,Female,India,Karachi,New,Electronics,Headphones,Nova,1087.03,3,15,489.16,Yes,17.57,296.6,3086.1,Credit Card,Mobile,Email,Standard,Express,North,3,Delivered,No,3.8,50000,17.33,534.82,Autumn,No,Yes,Yes
2024-09-30,2024,9,30,Monday,3,18,Male,Germany,New York,Premium,Fashion,Bags,Zenith,46.47,3,20,27.88,Yes,17.34,10.77,139.64,PayPal,Mobile,Referral,Standard,Express,North,6,Cancelled,No,4.3,3305.52,14.34,20.02,Autumn,Yes,No,No
2024-09-30,2024,9,30,Monday,3,35,Female,United States,Riyadh,Loyal,Toys,Educational,FreshMart,31,4,25,31,Yes,10.23,6.57,109.8,Bank Transfer,Mobile,Organic Search,Silver,Standard,West,5,Delivered,No,3.7,2766.77,11.04,12.12,Autumn,No,No,No
2024-09-30,2024,9,30,Monday,3,38,Male,France,Dubai,New,Fashion,Men Clothing,EcoLife,45.97,4,15,27.58,Yes,20.6,6.46,183.36,Bank Transfer,Desktop,Email,Standard,Same Day,West,0,Delivered,No,3.4,2905.16,29.17,53.49,Autumn,No,No,No
2024-10-01,2024,10,1,Tuesday,4,46,Female,India,Berlin,New,Groceries,Fresh Produce,FreshMart,12.61,2,30,7.57,Yes,18.07,1.32,37.04,Credit Card,Desktop,Email,Standard,Same Day,North,0,Delivered,No,5,1083.38,19.73,7.31,Autumn,No,No,No
2024-10-01,2024,10,1,Tuesday,4,39,Male,Canada,Karachi,Returning,Home & Kitchen,Decor,Zenith,78.04,5,15,58.53,Yes,16.49,26.98,375.14,PayPal,Mobile,Social Media,Standard,Express,North,4,Delivered,No,4.3,6190.35,18.35,68.84,Autumn,No,No,No
2024-10-01,2024,10,1,Tuesday,4,18,Female,Saudi Arabia,Toronto,Returning,Electronics,Accessories,EcoLife,914.29,6,0,0,No,28.01,368.51,5882.26,Debit Card,Desktop,Direct,Standard,Same Day,East,2,Delivered,No,4.6,50000,4.17,245.29,Autumn,No,Yes,Yes
2024-10-01,2024,10,1,Tuesday,4,53,Male,Canada,Dubai,Loyal,Fashion,Women Clothing,QuickCart,107.01,6,30,192.62,Yes,8.59,34.53,492.56,Credit Card,Tablet,Referral,Gold,Standard,West,4,Delivered,No,4.8,8278.37,14.62,72.01,Autumn,Yes,Yes,No
2024-10-01,2024,10,1,Tuesday,4,46,Female,India,Sydney,Returning,Fashion,Men Clothing,Trendify,45.78,5,10,22.89,Yes,8.4,15.8,230.21,Credit Card,Mobile,Referral,Standard,Standard,South,6,Cancelled,No,5,2966.4,27.78,63.95,Autumn,No,No,No
2024-10-01,2024,10,1,Tuesday,4,45,Male,Pakistan,Berlin,Loyal,Electronics,Laptop,Zenith,414.77,1,25,103.69,Yes,5.78,21.04,337.9,Credit Card,Mobile,Referral,Standard,Standard,East,7,Delivered,No,3.4,3620.79,14.85,50.18,Autumn,No,No,Yes
2024-10-01,2024,10,1,Tuesday,4,50,Male,United Kingdom,London,New,Toys,Board Games,PrimePlus,30.55,2,0,0,No,15.07,3.47,79.64,Cash on Delivery,Desktop,Email,Silver,Express,Central,1,Delivered,No,3.5,472.41,3,2.39,Autumn,No,No,No
2024-10-01,2024,10,1,Tuesday,4,40,Male,United Kingdom,Riyadh,New,Books,Education,Apex,23.28,3,30,20.95,Yes,9.76,8.04,66.69,Debit Card,Desktop,Referral,Standard,Standard,North,8,Delivered,No,4.9,1174.1,18.61,12.41,Autumn,No,No,No
2024-10-01,2024,10,1,Tuesday,4,44,Female,Pakistan,Sydney,Returning,Electronics,Mobile,Trendify,583.51,4,20,466.81,Yes,19.78,72.91,1959.92,Credit Card,Mobile,Organic Search,Silver,Express,Central,3,Delivered,No,3.6,8056.6,4.77,93.49,Autumn,No,Yes,Yes
2024-10-03,2024,10,3,Thursday,4,28,Female,United States,Karachi,Returning,Groceries,Dairy,QuickCart,13.08,2,5,1.31,Yes,9.16,2.44,36.45,Cash on Delivery,Mobile,Social Media,Standard,Standard,North,5,Delivered,No,4.3,770.87,27.57,10.05,Autumn,No,No,No
2024-10-03,2024,10,3,Thursday,4,50,Female,Australia,Paris,Returning,Beauty,Fragrance,EcoLife,74.83,2,25,37.42,Yes,16.81,13.88,142.93,Debit Card,Mobile,Social Media,Silver,Express,North,4,Delivered,No,4,532.33,23.36,33.39,Autumn,No,No,No
2024-10-03,2024,10,3,Thursday,4,56,Female,Canada,New York,Returning,Toys,Board Games,FreshMart,18.22,5,10,9.11,Yes,21.79,10.61,114.39,Credit Card,Mobile,Organic Search,Standard,Express,South,6,Shipped,No,4.2,329.67,17.56,20.09,Autumn,No,No,No
2024-10-04,2024,10,4,Friday,4,18,Female,Pakistan,Dubai,Loyal,Fashion,Women Clothing,Apex,52.53,3,0,0,No,14.86,8.19,180.64,PayPal,Mobile,Paid Ads,Standard,Express,West,5,Delivered,No,4.5,4012.62,38.73,69.96,Autumn,No,No,No
2024-10-04,2024,10,4,Friday,4,41,Male,India,Dubai,Premium,Fashion,Bags,EcoLife,36.2,4,10,14.48,Yes,8.35,4.77,143.44,Cash on Delivery,Desktop,Email,Standard,Pickup,South,8,Delivered,No,4,1637.2,20.52,29.43,Autumn,No,No,No
2024-10-04,2024,10,4,Friday,4,23,Male,Saudi Arabia,Berlin,Returning,Beauty,Haircare,QuickCart,33.89,5,0,0,No,25.55,14.09,209.09,Cash on Delivery,Mobile,Social Media,Standard,Same Day,North,3,Delivered,No,4.9,3335.57,43.72,91.41,Autumn,No,No,No
2024-10-04,2024,10,4,Friday,4,54,Male,Saudi Arabia,Riyadh,New,Toys,Puzzles,QuickCart,48.3,3,40,57.96,Yes,10.78,15.04,112.76,Cash on Delivery,Mobile,Direct,Standard,Standard,North,8,Cancelled,No,4.2,986.93,9.89,11.15,Autumn,No,No,No
2024-10-04,2024,10,4,Friday,4,47,Female,Canada,Sydney,Returning,Electronics,Headphones,FreshMart,393.6,2,0,0,No,4.47,74.67,866.34,Wallet,Tablet,Paid Ads,Gold,Standard,South,1,Delivered,No,3.9,10306.72,32.05,277.66,Autumn,No,Yes,Yes
2024-10-04,2024,10,4,Friday,4,20,Female,France,Karachi,New,Electronics,Laptop,Apex,262.7,3,15,118.21,Yes,7.27,53.99,731.15,Cash on Delivery,Desktop,Email,Standard,Standard,Central,5,Delivered,No,4.1,11602.11,18.74,137.02,Autumn,No,Yes,Yes
2024-10-05,2024,10,5,Saturday,4,47,Male,Australia,Karachi,Loyal,Electronics,Mobile,EcoLife,382,2,10,76.4,Yes,6.36,84.96,778.92,Debit Card,Mobile,Referral,Silver,Standard,Central,2,Delivered,No,4.7,10034.84,18.94,147.53,Autumn,No,Yes,Yes
2024-10-05,2024,10,5,Saturday,4,32,Male,France,Karachi,New,Books,Fiction,EcoLife,10.78,2,0,0,No,15.48,1.79,38.83,Credit Card,Desktop,Paid Ads,Standard,Express,South,3,Delivered,No,3.1,27.56,28.84,11.2,Autumn,No,No,No
2024-10-06,2024,10,6,Sunday,4,42,Female,Australia,Berlin,Premium,Electronics,Accessories,UrbanCo,846.99,2,15,254.1,Yes,0,61.85,1501.73,Wallet,Desktop,Referral,Platinum,Standard,North,4,Delivered,No,5,19036.38,10.8,162.19,Autumn,No,Yes,Yes
2024-10-06,2024,10,6,Sunday,4,28,Female,Pakistan,Berlin,Returning,Home & Kitchen,Furniture,Zenith,72.24,1,35,25.28,Yes,3.5,8.31,58.77,Wallet,Desktop,Organic Search,Standard,Standard,East,4,Returned,Yes,3.3,133.34,3,1.76,Autumn,No,No,No
2024-10-06,2024,10,6,Sunday,4,22,Female,Germany,London,New,Books,Fiction,Apex,25.76,4,20,20.61,Yes,10.4,4.6,97.43,Bank Transfer,Desktop,Organic Search,Standard,Standard,North,6,Returned,Yes,1.8,1039.42,21.78,21.22,Autumn,No,No,No
2024-10-06,2024,10,6,Sunday,4,33,Female,United Kingdom,Paris,New,Beauty,Skincare,ValueMax,21.54,1,0,0,No,4.46,2.5,28.5,Credit Card,Mobile,Social Media,Gold,Standard,South,4,Shipped,No,4,428.57,28.12,8.01,Autumn,No,No,No
2024-10-07,2024,10,7,Monday,4,56,Female,Saudi Arabia,Mumbai,New,Electronics,Laptop,Apex,360.09,5,20,360.09,Yes,8.71,91.87,1540.94,Cash on Delivery,Mobile,Social Media,Standard,Pickup,South,3,Shipped,No,4.4,5809.23,23.35,359.81,Autumn,No,Yes,Yes
2024-10-07,2024,10,7,Monday,4,27,Female,UAE,Paris,Returning,Fashion,Men Clothing,Apex,118.62,2,5,11.86,No,9.89,26.66,261.93,Bank Transfer,Mobile,Organic Search,Standard,Standard,Central,1,Delivered,No,5,4425.7,41.4,108.44,Autumn,No,No,No
2024-10-08,2024,10,8,Tuesday,4,31,Male,Saudi Arabia,London,Loyal,Beauty,Haircare,Nova,61.4,4,20,49.12,Yes,21.96,27.44,245.88,Credit Card,Tablet,Direct,Standard,Same Day,East,7,Delivered,No,3.4,2847.05,19.92,48.98,Autumn,No,No,No
2024-10-08,2024,10,8,Tuesday,4,41,Male,United Kingdom,Mumbai,Returning,Electronics,Mobile,Zenith,425.53,3,0,0,No,9.54,124.17,1410.3,Debit Card,Mobile,Organic Search,Standard,Pickup,Central,8,Delivered,No,4,7581.48,19.89,280.51,Autumn,No,Yes,Yes
2024-10-08,2024,10,8,Tuesday,4,39,Female,UAE,Riyadh,Loyal,Sports,Fitness,QuickCart,43.45,2,20,17.38,Yes,7.55,7.49,84.56,Cash on Delivery,Mobile,Paid Ads,Silver,Standard,East,4,Delivered,No,3.9,2175.48,19.35,16.36,Autumn,No,No,No
2024-10-09,2024,10,9,Wednesday,4,27,Other,France,Paris,Returning,Beauty,Haircare,Apex,57.19,5,0,0,No,9.46,12.22,307.63,PayPal,Mobile,Organic Search,Gold,Standard,East,2,Delivered,No,4.1,4839.24,29.49,90.72,Autumn,No,No,No
2024-10-09,2024,10,9,Wednesday,4,36,Female,India,Riyadh,Loyal,Groceries,Snacks,UrbanCo,39.77,3,30,35.79,Yes,2.05,9.97,95.54,Debit Card,Desktop,Email,Platinum,Standard,Central,10,Processing,No,4.2,1650.67,22.34,21.34,Autumn,No,No,No
2024-10-09,2024,10,9,Wednesday,4,37,Male,UAE,Dubai,Loyal,Sports,Equipment,Nova,49.13,3,0,0,No,4.55,5.98,157.92,Credit Card,Mobile,Email,Standard,Standard,Central,5,Returned,Yes,2.5,2980.33,9.64,15.22,Autumn,Yes,No,No
2024-10-09,2024,10,9,Wednesday,4,37,Male,Australia,New York,Premium,Electronics,Accessories,Apex,383.21,5,35,670.62,Yes,16.83,209.07,1471.33,Wallet,Mobile,Paid Ads,Silver,Express,Central,3,Delivered,No,2.5,25962.82,3,44.14,Autumn,No,Yes,Yes
2024-10-09,2024,10,9,Wednesday,4,41,Male,United Kingdom,Mumbai,New,Groceries,Beverages,Apex,11.84,4,0,0,No,22.3,3.05,72.71,PayPal,Mobile,Paid Ads,Silver,Same Day,East,3,Shipped,No,5,787.72,28.28,20.56,Autumn,No,No,No
2024-10-09,2024,10,9,Wednesday,4,36,Male,UAE,Dubai,Loyal,Electronics,Mobile,ValueMax,211.63,3,15,95.23,Yes,18.62,24.24,582.52,Debit Card,Mobile,Direct,Standard,Express,Central,2,Delivered,No,4.3,4405.4,10.27,59.82,Autumn,No,Yes,Yes
2024-10-11,2024,10,11,Friday,4,46,Male,UAE,London,Loyal,Home & Kitchen,Decor,Zenith,114.74,3,25,86.06,Yes,4.8,29.29,292.25,Wallet,Desktop,Paid Ads,Standard,Standard,North,8,Processing,No,4.6,5630.56,22.41,65.49,Autumn,No,No,No
2024-10-11,2024,10,11,Friday,4,47,Female,Pakistan,London,Returning,Groceries,Snacks,UrbanCo,18.67,4,10,7.47,Yes,18.6,5.41,91.22,Bank Transfer,Mobile,Paid Ads,Standard,Express,West,2,Delivered,No,4.7,773.5,13.57,12.38,Autumn,No,No,No
2024-10-11,2024,10,11,Friday,4,45,Female,Pakistan,Karachi,Loyal,Books,Comics,QuickCart,44,3,20,26.4,Yes,8.59,4.06,118.25,Debit Card,Mobile,Organic Search,Standard,Standard,North,3,Delivered,No,3.8,1290.22,18.05,21.34,Autumn,Yes,No,No
2024-10-11,2024,10,11,Friday,4,42,Female,United States,Karachi,New,Fashion,Bags,FreshMart,70.4,3,30,63.36,Yes,6.76,20.3,174.9,Cash on Delivery,Desktop,Paid Ads,Standard,Standard,North,4,Processing,No,4.8,2161.91,19.67,34.4,Autumn,No,No,No
2024-10-11,2024,10,11,Friday,4,54,Male,United Kingdom,Mumbai,Returning,Books,Education,ValueMax,33.21,2,5,3.32,No,0.34,6.62,70.06,Cash on Delivery,Desktop,Organic Search,Standard,Standard,North,8,Returned,Yes,2.3,952.42,28.69,20.1,Autumn,No,No,No
2024-10-12,2024,10,12,Saturday,4,31,Male,Pakistan,Toronto,New,Groceries,Snacks,Trendify,17.83,2,40,14.26,Yes,3.62,1.23,26.25,Credit Card,Mobile,Referral,Standard,Standard,East,5,Delivered,No,4.6,87.71,12.2,3.2,Autumn,No,No,No
2024-10-12,2024,10,12,Saturday,4,21,Female,United Kingdom,Berlin,Returning,Toys,Puzzles,Apex,67.78,4,0,0,No,10.31,12.27,293.7,PayPal,Desktop,Direct,Standard,Standard,West,6,Delivered,No,4.3,4275.94,21.65,63.59,Autumn,No,No,No
2024-10-12,2024,10,12,Saturday,4,41,Female,UAE,Karachi,New,Electronics,Headphones,Trendify,308.89,3,0,0,No,15.86,33.67,976.2,Bank Transfer,Mobile,Direct,Standard,Express,West,6,Delivered,No,4.7,5684.59,8.57,83.66,Autumn,No,Yes,Yes
2024-10-12,2024,10,12,Saturday,4,40,Female,United Kingdom,Paris,Premium,Toys,Educational,UrbanCo,41.16,5,15,30.87,Yes,5.36,15.5,195.79,PayPal,Mobile,Direct,Platinum,Standard,North,3,Delivered,No,4.2,2037.48,25.84,50.59,Autumn,No,No,No
2024-10-12,2024,10,12,Saturday,4,49,Male,UAE,Sydney,Loyal,Fashion,Women Clothing,Nova,28.59,6,10,17.15,Yes,6.99,9.42,170.8,Credit Card,Mobile,Referral,Standard,Standard,North,6,Processing,No,4.7,944.95,20.51,35.03,Autumn,No,No,No
2024-10-14,2024,10,14,Monday,4,46,Female,Canada,Dubai,Loyal,Fashion,Women Clothing,QuickCart,32.61,2,20,13.04,Yes,19.53,5.88,77.59,Wallet,Desktop,Paid Ads,Standard,Same Day,Central,1,Delivered,No,3.8,1838.31,34.91,27.09,Autumn,No,No,No
2024-10-14,2024,10,14,Monday,4,29,Male,United States,London,Premium,Beauty,Skincare,PrimePlus,63.37,2,25,31.68,Yes,14.36,14.92,124.34,Wallet,Mobile,Email,Standard,Express,South,1,Delivered,No,3.9,2710.32,20.63,25.65,Autumn,No,No,No
2024-10-14,2024,10,14,Monday,4,32,Male,UAE,Toronto,Loyal,Sports,Fitness,ValueMax,46.31,3,0,0,No,7.02,4.97,150.92,Debit Card,Desktop,Paid Ads,Standard,Standard,South,4,Shipped,No,4.2,2147.79,3,4.53,Autumn,No,No,No
2024-10-14,2024,10,14,Monday,4,43,Male,India,Karachi,Returning,Books,Education,Nova,33.85,2,20,13.54,Yes,14.6,4.47,73.23,Wallet,Desktop,Referral,Silver,Express,Central,5,Delivered,No,4.5,643.52,8.02,5.87,Autumn,No,No,No
2024-10-15,2024,10,15,Tuesday,4,38,Female,France,Paris,Loyal,Beauty,Fragrance,FreshMart,47.98,4,5,9.6,Yes,10.67,21.42,214.41,Wallet,Desktop,Email,Standard,Standard,South,5,Delivered,No,4.1,3591.53,32.01,68.63,Autumn,No,No,No
2024-10-15,2024,10,15,Tuesday,4,56,Male,Saudi Arabia,Dubai,Loyal,Toys,Puzzles,Trendify,39.64,1,25,9.91,Yes,0,2.86,32.59,Wallet,Mobile,Referral,Platinum,Pickup,Central,7,Returned,Yes,3,668.84,8.33,2.71,Autumn,No,No,No
2024-10-15,2024,10,15,Tuesday,4,31,Male,Germany,New York,Loyal,Toys,Action Figures,Apex,42.97,3,10,12.89,Yes,7.69,6.77,130.48,Debit Card,Desktop,Referral,Silver,Standard,North,7,Processing,No,4.1,861.47,13.82,18.03,Autumn,No,No,No
2024-10-15,2024,10,15,Tuesday,4,32,Male,Saudi Arabia,Berlin,New,Beauty,Skincare,UrbanCo,35.64,2,35,24.95,Yes,5.6,6.36,58.29,Debit Card,Mobile,Direct,Silver,Standard,South,6,Returned,Yes,2.8,473.03,26.92,15.69,Autumn,No,No,No
2024-10-16,2024,10,16,Wednesday,4,29,Male,Saudi Arabia,Mumbai,Loyal,Electronics,Mobile,EcoLife,453.69,3,20,272.21,Yes,10.75,40.9,1140.51,Bank Transfer,Mobile,Email,Gold,Express,Central,2,Delivered,No,5,19569.07,14.85,169.37,Autumn,No,Yes,Yes
2024-10-16,2024,10,16,Wednesday,4,39,Male,France,New York,Premium,Beauty,Haircare,Trendify,63.02,2,30,37.81,Yes,14.12,13.08,115.43,Bank Transfer,Mobile,Direct,Silver,Express,North,5,Delivered,No,3.9,2317.05,24.09,27.81,Autumn,No,No,No
2024-10-17,2024,10,17,Thursday,4,36,Other,UAE,Riyadh,New,Books,Education,EcoLife,24.64,4,15,14.78,Yes,4.03,3.08,90.89,Debit Card,Mobile,Organic Search,Standard,Pickup,North,2,Processing,No,4.4,352.02,18.44,16.76,Autumn,Yes,No,No
2024-10-17,2024,10,17,Thursday,4,50,Female,France,Karachi,Returning,Electronics,Mobile,Zenith,440.79,1,20,88.16,Yes,9,32.92,394.55,Debit Card,Desktop,Email,Standard,Express,South,5,Processing,No,4.3,6791.73,29.41,116.04,Autumn,No,Yes,Yes
2024-10-17,2024,10,17,Thursday,4,43,Male,Pakistan,Karachi,Returning,Electronics,Laptop,ValueMax,715.91,1,0,0,No,20.37,51.42,787.7,Debit Card,Mobile,Paid Ads,Standard,Same Day,Central,4,Delivered,No,4.2,4199.14,8.36,65.85,Autumn,No,Yes,Yes
2024-10-17,2024,10,17,Thursday,4,33,Female,France,London,Returning,Fashion,Women Clothing,Apex,35.95,3,15,16.18,Yes,14.85,4.81,111.33,Bank Transfer,Tablet,Organic Search,Standard,Express,South,3,Processing,No,3.9,2272.98,14.12,15.72,Autumn,No,No,No
2024-10-17,2024,10,17,Thursday,4,43,Female,Canada,Sydney,Returning,Groceries,Fresh Produce,Trendify,9.66,4,25,9.66,Yes,9.37,3.11,41.46,PayPal,Mobile,Paid Ads,Standard,Pickup,East,4,Delivered,No,4.1,610.39,17.15,7.11,Autumn,No,No,No
2024-10-17,2024,10,17,Thursday,4,33,Male,Pakistan,Mumbai,Returning,Sports,Outdoor,QuickCart,74.96,2,10,14.99,Yes,0.73,11.89,147.55,Cash on Delivery,Mobile,Email,Platinum,Pickup,North,3,Delivered,No,4.2,1088.43,20.04,29.57,Autumn,No,No,No
2024-10-17,2024,10,17,Thursday,4,26,Male,Pakistan,London,Premium,Fashion,Bags,ValueMax,71.48,6,30,128.66,Yes,10.71,34.57,345.5,Bank Transfer,Mobile,Social Media,Silver,Standard,North,5,Delivered,No,3.3,5684.79,30.52,105.45,Autumn,No,No,No
2024-10-17,2024,10,17,Thursday,4,52,Female,Saudi Arabia,Paris,New,Groceries,Fresh Produce,QuickCart,35,2,0,0,Yes,15.4,3.83,89.23,Cash on Delivery,Tablet,Social Media,Standard,Express,Central,7,Delivered,No,3.5,1387.09,19.86,17.72,Autumn,No,No,No
2024-10-17,2024,10,17,Thursday,4,34,Female,United Kingdom,New York,Loyal,Books,Non-Fiction,QuickCart,23.83,3,25,17.87,Yes,8.51,7.36,69.49,Cash on Delivery,Mobile,Referral,Standard,Standard,Central,2,Delivered,No,5,1003.05,13.09,9.1,Autumn,No,No,No
