returned,customer_gender,country,customer_segment,product_category,product_subcategory,brand,payment_method,device_type,traffic_source,membership_status,shipping_method,warehouse_region,season,holiday_season,day_of_week,quarter,customer_age,unit_price,quantity,discount_percent,discount_amount,shipping_cost,tax_amount,order_amount,delivery_days,review_rating,customer_lifetime_value,profit_margin_percent,profit_amount,high_value_order,order_year,order_month,order_day,order_dow
0,male,australia,returning,books,non-fiction,trendify,wallet,mobile,paid ads,standard,standard,west,spring,no,Friday,1.0,40.0,18.85,3.0,10.0,5.66,10.79,2.22,63.9,7.0,3.1,1015.41,26.42,16.88,0.0,2023.0,3.0,10.0,6.0
1,male,uae,new,fashion,men clothing,apex,wallet,desktop,social media,silver,express,west,spring,no,Friday,1.0,30.0,68.36,4.0,5.0,13.67,15.54,29.51,304.82,5.0,3.7,1123.86,23.19,70.69,0.0,2023.0,3.0,10.0,6.0
0,male,united kingdom,returning,fashion,women clothing,zenith,debit card,desktop,email,platinum,same day,west,spring,no,Friday,1.0,53.0,61.79,2.0,15.0,18.54,16.7,4.05,125.79,0.0,4.5,2451.86,28.55,35.91,0.0,2023.0,3.0,10.0,6.0
0,female,australia,loyal,home & kitchen,decor,primeplus,debit card,mobile,direct,silver,standard,east,spring,no,Friday,1.0,39.0,148.36,4.0,40.0,237.38,5.89,27.95,389.9,11.0,3.7,6097.04,26.66,103.95,1.0,2023.0,3.0,10.0,6.0
0,female,united kingdom,returning,groceries,snacks,nova,credit card,mobile,email,standard,standard,west,spring,no,Friday,1.0,30.0,25.24,1.0,15.0,3.79,5.83,0.96,28.24,5.0,3.9,20.0,24.41,6.89,0.0,2023.0,3.0,10.0,6.0
0,male,australia,new,groceries,beverages,quickcart,paypal,mobile,paid ads,silver,standard,north,spring,no,Friday,1.0,20.0,7.53,4.0,0.0,0.0,6.43,3.23,39.78,7.0,3.8,705.33,17.15,6.82,0.0,2023.0,3.0,10.0,6.0
0,female,uae,new,books,non-fiction,primeplus,credit card,mobile,referral,gold,same day,south,spring,no,Friday,1.0,49.0,32.74,2.0,15.0,9.82,16.39,3.71,75.76,1.0,3.9,636.95,6.14,4.65,0.0,2023.0,3.0,10.0,6.0
0,male,united states,new,electronics,mobile,ecolife,debit card,mobile,social media,standard,standard,south,spring,no,Friday,1.0,38.0,347.72,3.0,5.0,52.16,11.15,118.79,1120.94,4.0,3.5,8690.7,26.45,296.49,1.0,2023.0,3.0,10.0,6.0
1,male,united states,loyal,fashion,shoes,ecolife,debit card,mobile,referral,silver,express,west,spring,no,Friday,1.0,33.0,124.86,3.0,5.0,18.73,16.51,20.53,392.89,3.0,3.2,3691.81,37.06,145.61,1.0,2023.0,3.0,10.0,6.0
0,male,australia,premium,electronics,accessories,ecolife,wallet,tablet,paid ads,standard,express,north,spring,no,Friday,1.0,30.0,663.8,5.0,0.0,0.0,16.26,392.26,3727.52,4.0,3.8,37926.29,18.99,707.86,1.0,2023.0,3.0,10.0,6.0
0,female,india,new,electronics,laptop,trendify,bank transfer,desktop,organic search,standard,express,central,spring,yes,Friday,1.0,26.0,804.05,6.0,0.0,0.0,18.95,464.56,5307.81,5.0,5.0,50000.0,10.25,544.05,1.0,2023.0,3.0,10.0,6.0
0,female,saudi arabia,returning,groceries,dairy,primeplus,credit card,mobile,organic search,silver,express,central,spring,no,Friday,1.0,26.0,13.89,3.0,0.0,0.0,12.57,2.28,56.52,0.0,4.3,845.3,22.24,12.57,0.0,2023.0,3.0,10.0,6.0
1,female,pakistan,new,fashion,shoes,valuemax,cash on delivery,tablet,social media,standard,standard,north,spring,no,Friday,1.0,32.0,53.36,2.0,0.0,0.0,3.1,11.33,121.15,6.0,3.5,981.02,31.4,38.04,0.0,2023.0,3.0,10.0,6.0
0,female,india,returning,home & kitchen,furniture,apex,cash on delivery,desktop,social media,silver,express,north,spring,no,Friday,1.0,54.0,200.62,3.0,15.0,90.28,15.23,56.2,583.01,3.0,5.0,7740.56,16.05,93.57,1.0,2023.0,3.0,10.0,6.0
0,female,canada,loyal,home & kitchen,appliances,urbanco,debit card,mobile,organic search,gold,same day,north,spring,yes,Friday,1.0,23.0,175.38,3.0,0.0,0.0,19.21,28.18,573.53,2.0,2.9,6935.13,24.3,139.37,1.0,2023.0,3.0,10.0,6.0
0,female,australia,returning,groceries,beverages,zenith,debit card,mobile,social media,standard,express,south,spring,no,Friday,1.0,41.0,24.53,1.0,20.0,4.91,11.16,2.44,33.22,0.0,4.8,207.27,21.76,7.23,0.0,2023.0,3.0,10.0,6.0
0,male,uae,returning,sports,fitness,trendify,credit card,mobile,direct,standard,standard,west,spring,no,Friday,1.0,18.0,85.75,4.0,20.0,68.6,7.67,19.38,301.45,9.0,3.5,4790.78,17.38,52.39,0.0,2023.0,3.0,10.0,6.0
0,female,united kingdom,returning,toys,action figures,zenith,wallet,desktop,social media,gold,standard,north,spring,no,Friday,1.0,34.0,24.96,3.0,5.0,3.74,6.29,7.36,84.79,7.0,3.1,1324.51,23.39,19.83,0.0,2023.0,3.0,10.0,6.0
0,female,germany,premium,books,fiction,ecolife,paypal,mobile,referral,standard,standard,north,spring,no,Friday,1.0,51.0,22.77,2.0,10.0,4.55,6.11,1.61,48.71,4.0,4.3,1642.43,22.37,10.9,0.0,2023.0,3.0,10.0,6.0
0,male,pakistan,loyal,fashion,shoes,ecolife,debit card,desktop,organic search,standard,standard,west,spring,no,Friday,1.0,38.0,88.84,1.0,25.0,22.21,5.12,4.62,76.37,9.0,3.7,1053.25,15.7,11.99,0.0,2023.0,3.0,10.0,6.0
0,female,france,loyal,toys,action figures,primeplus,wallet,desktop,direct,standard,express,west,spring,no,Saturday,1.0,52.0,25.6,2.0,15.0,7.68,15.14,5.46,64.12,6.0,3.7,1296.12,26.4,16.93,0.0,2023.0,3.0,11.0,7.0
1,female,india,new,fashion,shoes,nova,wallet,mobile,paid ads,standard,express,central,spring,no,Saturday,1.0,35.0,83.71,2.0,5.0,8.37,18.42,14.94,192.41,0.0,3.7,1662.73,28.52,54.88,0.0,2023.0,3.0,11.0,7.0
0,female,uae,returning,groceries,beverages,freshmart,bank transfer,desktop,email,standard,standard,central,spring,no,Saturday,1.0,28.0,19.97,4.0,25.0,19.97,10.39,2.6,72.9,4.0,4.3,414.99,6.75,4.92,0.0,2023.0,3.0,11.0,7.0
0,female,saudi arabia,loyal,home & kitchen,appliances,freshmart,wallet,mobile,organic search,standard,standard,west,spring,no,Saturday,1.0,45.0,147.27,4.0,20.0,117.82,8.8,55.14,535.2,7.0,4.8,7405.84,23.48,125.66,1.0,2023.0,3.0,11.0,7.0
1,male,saudi arabia,loyal,books,education,urbanco,debit card,mobile,organic search,platinum,standard,central,spring,no,Saturday,1.0,25.0,23.51,2.0,0.0,0.0,0.0,3.16,50.18,5.0,3.9,1089.04,34.87,17.5,0.0,2023.0,3.0,11.0,7.0
0,male,canada,returning,toys,board games,valuemax,wallet,desktop,organic search,standard,same day,west,spring,no,Saturday,1.0,18.0,51.11,3.0,10.0,15.33,22.51,9.3,169.81,0.0,4.2,1439.24,22.44,38.11,0.0,2023.0,3.0,11.0,7.0
0,male,united kingdom,new,electronics,mobile,valuemax,bank transfer,mobile,email,standard,standard,north,spring,no,Saturday,1.0,45.0,347.72,2.0,20.0,139.09,6.08,70.58,633.01,5.0,4.3,4487.14,3.0,18.99,1.0,2023.0,3.0,11.0,7.0
0,male,india,premium,beauty,makeup,ecolife,credit card,mobile,direct,silver,pickup,west,spring,no,Saturday,1.0,40.0,47.39,3.0,0.0,0.0,5.52,8.98,156.67,8.0,4.8,1562.92,26.14,40.95,0.0,2023.0,3.0,11.0,7.0
0,female,uae,new,groceries,snacks,quickcart,credit card,mobile,referral,platinum,express,central,spring,no,Saturday,1.0,28.0,18.28,6.0,10.0,10.97,13.27,3.54,115.52,1.0,5.0,1137.45,12.52,14.46,0.0,2023.0,3.0,11.0,7.0
0,female,united states,loyal,toys,puzzles,nova,paypal,desktop,direct,standard,standard,south,spring,no,Saturday,1.0,35.0,21.16,3.0,40.0,25.39,8.22,5.22,51.53,5.0,5.0,1146.73,20.65,10.64,0.0,2023.0,3.0,11.0,7.0
0,male,germany,returning,toys,action figures,zenith,bank transfer,mobile,referral,standard,standard,east,spring,no,Saturday,1.0,66.0,43.21,3.0,0.0,0.0,7.74,10.77,148.14,5.0,5.0,2775.72,21.78,32.26,0.0,2023.0,3.0,11.0,7.0
0,male,france,returning,groceries,dairy,freshmart,wallet,desktop,organic search,gold,express,south,spring,no,Saturday,1.0,25.0,15.9,2.0,20.0,6.36,10.06,1.63,37.13,1.0,5.0,316.33,34.02,12.63,0.0,2023.0,3.0,11.0,7.0
0,male,india,returning,home & kitchen,decor,urbanco,debit card,desktop,direct,gold,standard,east,spring,no,Saturday,1.0,41.0,94.81,7.0,40.0,265.47,8.75,36.85,443.8,8.0,5.0,8489.63,3.0,13.31,1.0,2023.0,3.0,11.0,7.0
0,other,australia,new,groceries,fresh produce,valuemax,bank transfer,mobile,social media,standard,standard,west,spring,no,Saturday,1.0,18.0,15.65,3.0,25.0,11.74,7.55,1.64,44.4,7.0,3.1,946.71,12.99,5.77,0.0,2023.0,3.0,11.0,7.0
0,female,canada,new,groceries,beverages,apex,wallet,mobile,organic search,silver,standard,east,spring,no,Saturday,1.0,41.0,10.89,4.0,15.0,6.53,8.05,1.48,46.56,0.0,3.5,76.67,14.62,6.81,0.0,2023.0,3.0,11.0,7.0
0,male,canada,loyal,groceries,beverages,ecolife,wallet,mobile,direct,silver,standard,west,spring,yes,Saturday,1.0,40.0,22.1,1.0,20.0,4.42,3.93,0.8,22.41,3.0,3.8,586.5,19.18,4.3,0.0,2023.0,3.0,11.0,7.0
0,other,united kingdom,loyal,sports,sportswear,nova,paypal,mobile,direct,standard,standard,central,spring,no,Saturday,1.0,25.0,66.2,4.0,0.0,0.0,6.98,16.11,287.89,2.0,4.3,2914.17,14.69,42.29,0.0,2023.0,3.0,11.0,7.0
0,female,australia,premium,fashion,women clothing,primeplus,bank transfer,desktop,referral,silver,standard,east,spring,yes,Saturday,1.0,49.0,120.12,4.0,15.0,72.07,7.58,56.38,472.37,2.0,5.0,7637.6,29.79,140.72,1.0,2023.0,3.0,11.0,7.0
0,male,france,premium,electronics,accessories,trendify,paypal,desktop,direct,standard,standard,west,spring,no,Saturday,1.0,28.0,325.58,5.0,5.0,81.4,9.85,123.39,1679.74,3.0,3.6,25099.09,28.25,474.53,1.0,2023.0,3.0,11.0,7.0
0,male,saudi arabia,returning,home & kitchen,decor,apex,cash on delivery,mobile,direct,silver,standard,east,spring,no,Saturday,1.0,31.0,79.87,3.0,10.0,23.96,6.78,19.89,242.32,4.0,4.7,4079.14,30.53,73.98,0.0,2023.0,3.0,11.0,7.0
0,male,germany,loyal,fashion,shoes,urbanco,bank transfer,mobile,email,platinum,express,west,spring,no,Saturday,1.0,40.0,94.73,4.0,20.0,75.78,10.84,36.98,350.96,4.0,5.0,4217.12,13.81,48.47,0.0,2023.0,3.0,11.0,7.0
0,female,india,new,sports,sportswear,nova,credit card,tablet,paid ads,silver,express,south,spring,no,Saturday,1.0,41.0,80.11,2.0,20.0,32.04,13.37,15.09,156.64,6.0,4.3,1689.39,31.76,49.75,0.0,2023.0,3.0,11.0,7.0
0,male,australia,new,groceries,dairy,quickcart,wallet,mobile,organic search,platinum,express,central,spring,no,Saturday,1.0,44.0,14.82,6.0,20.0,17.78,16.82,4.89,92.85,3.0,3.8,1969.84,28.75,26.69,0.0,2023.0,3.0,11.0,7.0
0,female,pakistan,new,groceries,fresh produce,trendify,paypal,mobile,direct,gold,pickup,central,spring,no,Sunday,1.0,61.0,16.22,4.0,30.0,19.46,6.0,3.67,55.09,6.0,4.0,728.98,20.15,11.1,0.0,2023.0,3.0,12.0,1.0
0,male,uae,returning,books,non-fiction,urbanco,credit card,desktop,organic search,standard,express,west,spring,no,Sunday,1.0,18.0,28.46,1.0,10.0,2.85,13.37,3.31,42.29,2.0,4.4,566.44,29.29,12.39,0.0,2023.0,3.0,12.0,1.0
0,female,uae,returning,home & kitchen,appliances,freshmart,debit card,tablet,email,standard,same day,north,spring,no,Sunday,1.0,45.0,207.73,2.0,5.0,20.77,25.96,20.66,441.31,2.0,4.1,1742.55,21.84,96.38,1.0,2023.0,3.0,12.0,1.0
1,male,france,returning,sports,sportswear,quickcart,credit card,mobile,direct,silver,express,east,spring,no,Sunday,1.0,33.0,78.85,4.0,5.0,15.77,15.77,37.32,352.72,2.0,3.1,2973.99,25.0,88.18,0.0,2023.0,3.0,12.0,1.0
0,female,saudi arabia,loyal,home & kitchen,cookware,quickcart,cash on delivery,desktop,referral,standard,express,north,spring,no,Sunday,1.0,31.0,124.76,1.0,25.0,31.19,12.63,14.8,121.0,3.0,4.6,2163.81,24.14,29.21,0.0,2023.0,3.0,12.0,1.0
0,female,united states,loyal,groceries,beverages,valuemax,bank transfer,desktop,organic search,silver,express,west,spring,no,Sunday,1.0,34.0,13.18,2.0,35.0,9.23,12.71,2.12,31.96,3.0,4.9,815.05,28.18,9.01,0.0,2023.0,3.0,12.0,1.0
1,male,united states,loyal,fashion,bags,valuemax,bank transfer,desktop,social media,gold,standard,west,spring,no,Sunday,1.0,18.0,32.14,3.0,25.0,24.1,4.42,4.7,81.44,5.0,3.0,2051.58,19.74,16.08,0.0,2023.0,3.0,12.0,1.0
0,male,pakistan,returning,books,non-fiction,valuemax,paypal,mobile,referral,standard,express,west,spring,no,Sunday,1.0,27.0,27.8,1.0,5.0,1.39,15.5,1.2,43.11,6.0,4.6,699.25,19.3,8.32,0.0,2023.0,3.0,12.0,1.0
0,male,australia,loyal,toys,puzzles,nova,paypal,mobile,referral,standard,standard,north,spring,no,Sunday,1.0,38.0,60.13,3.0,10.0,18.04,7.69,8.08,178.12,3.0,4.3,2537.32,36.04,64.19,0.0,2023.0,3.0,12.0,1.0
0,female,united states,returning,groceries,fresh produce,trendify,cash on delivery,mobile,email,standard,express,north,spring,no,Sunday,1.0,43.0,14.85,4.0,10.0,5.94,18.77,4.15,76.38,4.0,4.8,1160.83,23.0,17.57,0.0,2023.0,3.0,12.0,1.0
0,female,india,new,books,fiction,ecolife,bank transfer,desktop,direct,standard,standard,south,spring,no,Sunday,1.0,34.0,22.89,4.0,20.0,18.31,9.13,9.03,91.41,10.0,4.1,1321.46,12.24,11.19,0.0,2023.0,3.0,12.0,1.0
0,male,pakistan,new,sports,equipment,trendify,cash on delivery,mobile,direct,standard,pickup,north,spring,no,Sunday,1.0,35.0,163.17,3.0,0.0,0.0,7.12,47.73,544.36,6.0,4.3,7360.98,37.74,205.44,1.0,2023.0,3.0,12.0,1.0
0,male,uae,premium,home & kitchen,appliances,freshmart,credit card,mobile,direct,platinum,standard,south,spring,no,Sunday,1.0,18.0,125.8,3.0,10.0,37.74,2.57,17.2,359.43,3.0,3.7,6942.71,26.49,95.21,0.0,2023.0,3.0,12.0,1.0
0,female,united kingdom,premium,fashion,women clothing,ecolife,wallet,desktop,direct,gold,standard,west,spring,no,Sunday,1.0,40.0,84.75,3.0,5.0,12.71,2.78,13.12,257.44,6.0,3.8,6262.86,18.17,46.78,0.0,2023.0,3.0,12.0,1.0
0,male,united kingdom,loyal,electronics,mobile,zenith,paypal,mobile,paid ads,standard,same day,east,spring,no,Sunday,1.0,18.0,279.38,3.0,10.0,83.81,22.96,49.99,827.28,2.0,3.7,15083.38,8.75,72.39,1.0,2023.0,3.0,12.0,1.0
0,female,saudi arabia,premium,beauty,skincare,zenith,credit card,mobile,direct,gold,standard,west,spring,no,Sunday,1.0,47.0,38.15,2.0,5.0,3.82,0.0,9.11,81.59,7.0,4.6,2256.98,38.12,31.1,0.0,2023.0,3.0,12.0,1.0
0,male,germany,new,beauty,haircare,quickcart,debit card,mobile,paid ads,standard,pickup,east,spring,no,Sunday,1.0,34.0,38.38,3.0,5.0,5.76,9.53,7.0,125.91,1.0,3.9,624.68,19.45,24.49,0.0,2023.0,3.0,12.0,1.0
0,male,germany,returning,groceries,dairy,zenith,credit card,mobile,referral,silver,express,central,spring,no,Sunday,1.0,36.0,24.64,3.0,30.0,22.18,14.65,2.59,68.98,4.0,4.0,575.31,23.5,16.21,0.0,2023.0,3.0,12.0,1.0
0,male,canada,loyal,toys,educational,apex,credit card,desktop,direct,standard,standard,central,spring,no,Sunday,1.0,52.0,63.25,3.0,30.0,56.92,8.64,21.32,162.79,8.0,4.2,2261.97,30.09,48.98,0.0,2023.0,3.0,12.0,1.0
0,male,uae,new,beauty,fragrance,quickcart,wallet,mobile,social media,standard,standard,north,spring,no,Sunday,1.0,47.0,37.5,4.0,20.0,30.0,8.69,15.98,144.67,4.0,3.8,1045.17,22.25,32.19,0.0,2023.0,3.0,12.0,1.0
1,male,saudi arabia,new,home & kitchen,cookware,primeplus,paypal,mobile,referral,silver,standard,south,spring,no,Sunday,1.0,33.0,218.28,1.0,10.0,21.83,6.92,17.65,221.02,7.0,3.0,4210.56,17.07,37.73,0.0,2023.0,3.0,12.0,1.0
0,female,united kingdom,returning,toys,puzzles,zenith,bank transfer,mobile,paid ads,gold,standard,central,spring,no,Monday,1.0,46.0,85.37,2.0,30.0,51.22,0.61,17.21,137.34,0.0,5.0,2390.05,23.07,31.68,0.0,2023.0,3.0,13.0,2.0
0,female,united kingdom,premium,books,non-fiction,freshmart,cash on delivery,mobile,paid ads,standard,standard,west,spring,no,Monday,1.0,54.0,48.95,2.0,30.0,29.37,6.85,3.51,78.89,6.0,4.6,2297.53,3.0,2.37,0.0,2023.0,3.0,13.0,2.0
0,male,germany,premium,fashion,shoes,zenith,bank transfer,mobile,referral,silver,same day,west,spring,no,Monday,1.0,18.0,80.02,3.0,5.0,12.0,20.88,23.36,272.3,2.0,4.9,4293.18,16.81,45.77,0.0,2023.0,3.0,13.0,2.0
0,female,united states,returning,electronics,mobile,quickcart,debit card,mobile,direct,standard,standard,north,spring,no,Monday,1.0,43.0,260.9,4.0,0.0,0.0,11.57,86.0,1141.17,7.0,4.8,9248.43,20.99,239.53,1.0,2023.0,3.0,13.0,2.0
0,male,france,returning,electronics,accessories,apex,paypal,mobile,email,standard,standard,central,spring,no,Monday,1.0,55.0,586.13,2.0,0.0,0.0,7.75,49.97,1229.98,6.0,3.9,4663.96,20.22,248.7,1.0,2023.0,3.0,13.0,2.0
0,male,france,new,beauty,makeup,quickcart,wallet,desktop,email,silver,pickup,central,spring,no,Monday,1.0,27.0,35.18,3.0,15.0,15.83,3.55,8.06,101.32,9.0,3.9,1598.75,23.93,24.25,0.0,2023.0,3.0,13.0,2.0
0,female,uae,premium,beauty,makeup,valuemax,wallet,mobile,direct,standard,standard,west,spring,no,Monday,1.0,25.0,36.92,3.0,0.0,0.0,6.85,8.86,126.47,5.0,3.5,3393.4,25.0,31.62,0.0,2023.0,3.0,13.0,2.0
0,female,united kingdom,returning,fashion,shoes,primeplus,paypal,mobile,direct,silver,express,central,spring,no,Monday,1.0,20.0,46.74,3.0,15.0,21.03,16.27,8.73,144.19,6.0,4.2,907.62,14.07,20.29,0.0,2023.0,3.0,13.0,2.0
0,male,united kingdom,new,groceries,beverages,quickcart,bank transfer,mobile,referral,standard,standard,west,spring,no,Monday,1.0,24.0,17.82,4.0,20.0,14.26,8.86,2.48,68.36,4.0,4.3,748.93,18.45,12.61,0.0,2023.0,3.0,13.0,2.0
0,other,united states,returning,home & kitchen,cookware,ecolife,paypal,mobile,paid ads,silver,express,north,spring,no,Monday,1.0,36.0,45.02,4.0,25.0,45.02,15.13,16.59,166.78,5.0,4.4,2526.3,28.89,48.18,0.0,2023.0,3.0,13.0,2.0
1,female,pakistan,premium,fashion,shoes,quickcart,bank transfer,desktop,referral,gold,pickup,east,spring,no,Monday,1.0,34.0,34.69,3.0,5.0,5.2,2.32,11.04,112.23,6.0,3.9,3072.28,26.28,29.49,0.0,2023.0,3.0,13.0,2.0
0,female,pakistan,premium,toys,board games,zenith,wallet,mobile,paid ads,gold,standard,central,spring,no,Monday,1.0,22.0,57.97,3.0,0.0,0.0,1.06,20.35,195.32,6.0,4.4,2473.26,27.96,54.61,0.0,2023.0,3.0,13.0,2.0
0,female,pakistan,returning,beauty,fragrance,freshmart,wallet,mobile,paid ads,silver,standard,central,spring,no,Monday,1.0,40.0,35.94,1.0,15.0,5.39,6.01,1.73,38.29,10.0,3.6,679.28,21.44,8.21,0.0,2023.0,3.0,13.0,2.0
0,female,france,new,sports,fitness,nova,bank transfer,desktop,referral,gold,same day,south,spring,no,Monday,1.0,66.0,69.18,3.0,15.0,31.13,17.83,19.22,213.46,2.0,4.1,4135.13,19.15,40.88,0.0,2023.0,3.0,13.0,2.0
0,female,uae,returning,home & kitchen,furniture,valuemax,wallet,mobile,direct,standard,standard,central,spring,no,Monday,1.0,47.0,132.97,4.0,15.0,79.78,6.04,40.56,498.7,4.0,3.6,2296.51,26.19,130.61,1.0,2023.0,3.0,13.0,2.0
0,female,uae,new,home & kitchen,furniture,urbanco,bank transfer,desktop,email,silver,standard,north,spring,no,Monday,1.0,44.0,72.45,4.0,10.0,28.98,5.56,31.13,297.51,4.0,4.6,3483.25,13.86,41.23,0.0,2023.0,3.0,13.0,2.0
0,other,united states,loyal,electronics,laptop,zenith,paypal,mobile,email,standard,express,east,spring,no,Monday,1.0,22.0,558.29,2.0,5.0,55.83,15.35,79.35,1155.45,4.0,4.4,11960.78,21.91,253.16,1.0,2023.0,3.0,13.0,2.0
0,male,india,returning,toys,puzzles,zenith,wallet,mobile,social media,gold,standard,north,spring,no,Monday,1.0,46.0,34.26,2.0,0.0,0.0,3.71,5.41,77.64,7.0,4.1,1046.98,37.54,29.15,0.0,2023.0,3.0,13.0,2.0
0,male,uae,returning,fashion,men clothing,quickcart,cash on delivery,mobile,social media,gold,express,south,spring,no,Monday,1.0,44.0,78.61,2.0,40.0,62.89,13.39,9.21,116.93,3.0,2.7,1915.63,9.81,11.47,0.0,2023.0,3.0,13.0,2.0
0,female,pakistan,returning,home & kitchen,appliances,urbanco,cash on delivery,mobile,email,standard,standard,central,spring,no,Monday,1.0,32.0,174.77,5.0,0.0,0.0,7.35,96.75,977.95,5.0,4.2,4487.17,26.64,260.53,1.0,2023.0,3.0,13.0,2.0
0,male,uae,new,electronics,headphones,nova,bank transfer,desktop,paid ads,platinum,standard,central,spring,no,Monday,1.0,35.0,292.44,3.0,0.0,0.0,2.73,92.12,972.17,8.0,5.0,1729.05,39.06,379.73,1.0,2023.0,3.0,13.0,2.0
0,male,india,returning,electronics,laptop,trendify,wallet,mobile,direct,standard,pickup,north,spring,no,Monday,1.0,34.0,365.39,3.0,5.0,54.81,9.39,121.42,1172.17,5.0,3.9,16129.27,19.33,226.58,1.0,2023.0,3.0,13.0,2.0
0,female,united states,loyal,toys,action figures,quickcart,cash on delivery,mobile,social media,standard,express,west,spring,no,Monday,1.0,45.0,28.2,2.0,15.0,8.46,16.53,2.87,67.34,7.0,4.7,1856.64,33.01,22.23,0.0,2023.0,3.0,13.0,2.0
0,male,france,returning,electronics,mobile,ecolife,credit card,mobile,email,standard,express,north,spring,no,Tuesday,1.0,18.0,362.12,3.0,10.0,108.64,15.36,123.32,1116.4,5.0,3.1,13105.11,20.01,223.39,1.0,2023.0,3.0,14.0,3.0
0,female,united kingdom,returning,groceries,dairy,urbanco,cash on delivery,mobile,social media,standard,standard,central,spring,no,Tuesday,1.0,34.0,9.57,4.0,15.0,5.74,9.64,4.13,46.31,2.0,4.7,386.16,25.9,11.99,0.0,2023.0,3.0,14.0,3.0
0,male,saudi arabia,loyal,toys,board games,zenith,debit card,mobile,email,standard,express,south,spring,no,Tuesday,1.0,21.0,41.21,3.0,30.0,37.09,16.2,13.96,116.7,7.0,4.0,1133.6,16.25,18.96,0.0,2023.0,3.0,14.0,3.0
0,male,pakistan,new,home & kitchen,decor,nova,paypal,desktop,email,standard,standard,north,spring,no,Tuesday,1.0,43.0,121.84,2.0,0.0,0.0,4.41,13.88,261.97,8.0,4.5,3379.81,25.29,66.25,0.0,2023.0,3.0,14.0,3.0
0,male,canada,returning,home & kitchen,appliances,urbanco,cash on delivery,mobile,email,standard,standard,east,spring,no,Tuesday,1.0,38.0,247.33,3.0,30.0,222.6,7.89,69.93,597.21,4.0,3.2,5418.39,17.4,103.91,1.0,2023.0,3.0,14.0,3.0
0,male,india,new,books,education,freshmart,wallet,mobile,referral,standard,pickup,west,spring,no,Tuesday,1.0,28.0,16.95,3.0,20.0,10.17,0.44,2.74,43.86,10.0,3.6,460.52,6.77,2.97,0.0,2023.0,3.0,14.0,3.0
0,male,germany,premium,sports,fitness,urbanco,credit card,mobile,social media,standard,express,south,spring,no,Tuesday,1.0,38.0,57.25,3.0,0.0,0.0,16.33,7.5,195.58,3.0,4.5,2722.35,18.61,36.4,0.0,2023.0,3.0,14.0,3.0
0,male,pakistan,returning,beauty,fragrance,urbanco,paypal,mobile,referral,standard,standard,north,spring,no,Tuesday,1.0,37.0,56.42,3.0,10.0,16.93,6.58,18.46,177.37,5.0,4.4,367.75,19.86,35.23,0.0,2023.0,3.0,14.0,3.0
0,male,france,returning,home & kitchen,decor,primeplus,paypal,mobile,organic search,standard,standard,north,spring,no,Tuesday,1.0,19.0,132.38,4.0,10.0,52.95,3.36,37.42,517.35,6.0,4.2,8394.79,15.72,81.33,1.0,2023.0,3.0,14.0,3.0
0,female,united states,returning,groceries,beverages,freshmart,wallet,mobile,referral,standard,standard,east,spring,no,Tuesday,1.0,44.0,25.24,4.0,10.0,10.1,11.93,8.62,111.41,9.0,3.1,288.86,11.51,12.82,0.0,2023.0,3.0,14.0,3.0
0,female,canada,returning,home & kitchen,furniture,trendify,debit card,desktop,direct,standard,standard,south,spring,no,Tuesday,1.0,32.0,134.53,4.0,0.0,0.0,6.88,50.53,595.53,3.0,5.0,5480.19,32.28,192.24,1.0,2023.0,3.0,14.0,3.0
1,female,france,new,toys,educational,nova,credit card,mobile,email,standard,standard,central,spring,no,Tuesday,1.0,25.0,45.45,2.0,10.0,9.09,7.66,5.09,94.56,6.0,3.6,271.23,31.14,29.45,0.0,2023.0,3.0,14.0,3.0
1,male,united kingdom,new,home & kitchen,decor,ecolife,paypal,desktop,direct,silver,standard,west,spring,no,Tuesday,1.0,21.0,84.34,5.0,20.0,84.34,11.85,13.55,362.76,5.0,3.6,4413.41,23.07,83.69,0.0,2023.0,3.0,14.0,3.0
0,female,australia,returning,electronics,accessories,nova,paypal,mobile,organic search,silver,express,west,spring,no,Tuesday,1.0,26.0,393.09,3.0,10.0,117.93,20.84,84.98,1167.16,4.0,5.0,9818.38,15.72,183.48,1.0,2023.0,3.0,14.0,3.0
0,female,canada,loyal,home & kitchen,cookware,nova,debit card,desktop,referral,gold,same day,west,spring,yes,Tuesday,1.0,39.0,63.87,3.0,0.0,0.0,20.64,15.03,227.28,0.0,4.5,3306.23,29.41,66.84,0.0,2023.0,3.0,14.0,3.0
0,female,saudi arabia,new,sports,outdoor,quickcart,bank transfer,desktop,organic search,standard,express,central,spring,no,Tuesday,1.0,37.0,77.88,2.0,0.0,0.0,18.27,5.8,179.83,6.0,4.4,3312.54,22.16,39.85,0.0,2023.0,3.0,14.0,3.0
0,female,saudi arabia,loyal,home & kitchen,decor,freshmart,cash on delivery,tablet,referral,standard,standard,south,spring,no,Wednesday,1.0,56.0,214.01,3.0,10.0,64.2,10.41,48.77,637.01,3.0,3.1,5668.51,18.85,120.08,1.0,2023.0,3.0,15.0,4.0
0,female,united states,returning,home & kitchen,appliances,valuemax,credit card,tablet,direct,gold,express,south,spring,no,Wednesday,1.0,38.0,121.44,3.0,20.0,72.86,11.43,37.17,340.06,0.0,3.7,6125.23,11.86,40.33,0.0,2023.0,3.0,15.0,4.0
